id,correctAgg,answered,isError,playCount,resetCount,compTime,gender,education,age,vision_deficiency,vision_impairment_description,familiarity-average,familiarity-average-description,familiarity-interquartile-range,familiarity-interquartile-range-description,familiarity-median,familiarity-median-description,familiarity-standard-deviation,familiarity-standard-deviation-description,familiarity-agg-score,familiarity-stat-tool,familiarity-view-chart,familiarity-create-chart,userID,treatment
20,min,min,FALSE,1,0,4372,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
21,stdev,stdev,FALSE,1,0,7857,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
22,avg,median,TRUE,2,1,8717,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
23,sum,max,TRUE,2,1,13694,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
24,iqr,iqr,FALSE,2,1,11870,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
25,median,iqr,TRUE,1,0,3032,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
26,count,sum,TRUE,1,0,4165,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
27,avg,median,TRUE,2,1,10074,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
28,sum,sum,FALSE,1,0,5117,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
29,max,max,FALSE,1,0,3455,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
3,avg,stdev,TRUE,1,0,10803,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
30,min,min,FALSE,1,0,3457,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
31,stdev,median,TRUE,1,0,3577,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
4,stdev,median,TRUE,1,0,7072,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
5,median,iqr,TRUE,1,0,3131,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
6,min,min,FALSE,1,0,4969,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
7,sum,sum,FALSE,1,0,9365,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
8,min,min,FALSE,1,0,4180,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
9,median,iqr,TRUE,1,0,3111,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
0,sum,max,TRUE,1,0,5343,Male,Associate or Bachelors degree,25-34,no,,Know,the sum of the numbers divided by how many numbers are being averaged,IDK,,Know,add up all the numbers and then divide by the number of numbers,Know,"standard deviation indicates that the data points tend to be close to the mean (also called the expected value) of the set, while a high standard deviation indicates that the data points are spread out over a wider range of values.",3,< 1/d,< 1/d,< 1/w,Lb65SOOApaSpGs1U2SjM6mdwJ5e2,elaborate
1,count,sum,TRUE,1,0,79518,Male,Associate or Bachelors degree,25-34,no,,Know,the sum of the numbers divided by how many numbers are being averaged,IDK,,Know,add up all the numbers and then divide by the number of numbers,Know,"standard deviation indicates that the data points tend to be close to the mean (also called the expected value) of the set, while a high standard deviation indicates that the data points are spread out over a wider range of values.",3,< 1/d,< 1/d,< 1/w,Lb65SOOApaSpGs1U2SjM6mdwJ5e2,elaborate
10,count,max,TRUE,1,0,4349,Male,Associate or Bachelors degree,25-34,no,,Know,the sum of the numbers divided by how many numbers are being averaged,IDK,,Know,add up all the numbers and then divide by the number of numbers,Know,"standard deviation indicates that the data points tend to be close to the mean (also called the expected value) of the set, while a high standard deviation indicates that the data points are spread out over a wider range of values.",3,< 1/d,< 1/d,< 1/w,Lb65SOOApaSpGs1U2SjM6mdwJ5e2,elaborate
11,sum,iqr,TRUE,1,0,6115,Male,Associate or Bachelors degree,25-34,no,,Know,the sum of the numbers divided by how many numbers are being averaged,IDK,,Know,add up all the numbers and then divide by the number of numbers,Know,"standard deviation indicates that the data points tend to be close to the mean (also called the expected value) of the set, while a high standard deviation indicates that the data points are spread out over a wider range of values.",3,< 1/d,< 1/d,< 1/w,Lb65SOOApaSpGs1U2SjM6mdwJ5e2,elaborate
12,median,sum,TRUE,1,0,4062,Male,Associate or Bachelors degree,25-34,no,,Know,the sum of the numbers divided by how many numbers are being averaged,IDK,,Know,add up all the numbers and then divide by the number of numbers,Know,"standard deviation indicates that the data points tend to be close to the mean (also called the expected value) of the set, while a high standard deviation indicates that the data points are spread out over a wider range of values.",3,< 1/d,< 1/d,< 1/w,Lb65SOOApaSpGs1U2SjM6mdwJ5e2,elaborate
13,min,min,FALSE,1,0,3996,Male,Associate or Bachelors degree,25-34,no,,Know,the sum of the numbers divided by how many numbers are being averaged,IDK,,Know,add up all the numbers and then divide by the number of numbers,Know,"standard deviation indicates that the data points tend to be close to the mean (also called the expected value) of the set, while a high standard deviation indicates that the data points are spread out over a wider range of values.",3,< 1/d,< 1/d,< 1/w,Lb65SOOApaSpGs1U2SjM6mdwJ5e2,elaborate
14,iqr,stdev,TRUE,1,0,6396,Male,Associate or Bachelors degree,25-34,no,,Know,the sum of the numbers divided by how many numbers are being averaged,IDK,,Know,add up all the numbers and then divide by the number of numbers,Know,"standard deviation indicates that the data points tend to be close to the mean (also called the expected value) of the set, while a high standard deviation indicates that the data points are spread out over a wider range of values.",3,< 1/d,< 1/d,< 1/w,Lb65SOOApaSpGs1U2SjM6mdwJ5e2,elaborate
15,avg,avg,FALSE,1,0,29401,Male,Associate or Bachelors degree,25-34,no,,Know,the sum of the numbers divided by how many numbers are being averaged,IDK,,Know,add up all the numbers and then divide by the number of numbers,Know,"standard deviation indicates that the data points tend to be close to the mean (also called the expected value) of the set, while a high standard deviation indicates that the data points are spread out over a wider range of values.",3,< 1/d,< 1/d,< 1/w,Lb65SOOApaSpGs1U2SjM6mdwJ5e2,elaborate
16,stdev,stdev,FALSE,1,0,3066,Male,Associate or Bachelors degree,25-34,no,,Know,the sum of the numbers divided by how many numbers are being averaged,IDK,,Know,add up all the numbers and then divide by the number of numbers,Know,"standard deviation indicates that the data points tend to be close to the mean (also called the expected value) of the set, while a high standard deviation indicates that the data points are spread out over a wider range of values.",3,< 1/d,< 1/d,< 1/w,Lb65SOOApaSpGs1U2SjM6mdwJ5e2,elaborate
17,count,max,TRUE,1,0,5496,Male,Associate or Bachelors degree,25-34,no,,Know,the sum of the numbers divided by how many numbers are being averaged,IDK,,Know,add up all the numbers and then divide by the number of numbers,Know,"standard deviation indicates that the data points tend to be close to the mean (also called the expected value) of the set, while a high standard deviation indicates that the data points are spread out over a wider range of values.",3,< 1/d,< 1/d,< 1/w,Lb65SOOApaSpGs1U2SjM6mdwJ5e2,elaborate
18,min,min,FALSE,1,0,2903,Male,Associate or Bachelors degree,25-34,no,,Know,the sum of the numbers divided by how many numbers are being averaged,IDK,,Know,add up all the numbers and then divide by the number of numbers,Know,"standard deviation indicates that the data points tend to be close to the mean (also called the expected value) of the set, while a high standard deviation indicates that the data points are spread out over a wider range of values.",3,< 1/d,< 1/d,< 1/w,Lb65SOOApaSpGs1U2SjM6mdwJ5e2,elaborate
19,iqr,stdev,TRUE,1,0,5780,Male,Associate or Bachelors degree,25-34,no,,Know,the sum of the numbers divided by how many numbers are being averaged,IDK,,Know,add up all the numbers and then divide by the number of numbers,Know,"standard deviation indicates that the data points tend to be close to the mean (also called the expected value) of the set, while a high standard deviation indicates that the data points are spread out over a wider range of values.",3,< 1/d,< 1/d,< 1/w,Lb65SOOApaSpGs1U2SjM6mdwJ5e2,elaborate
