id,agg,rank-elaborate,play-elaborate,reset-elaborate,rank-simple,play-simple,reset-simple,rank-baseline,play-baseline,reset-baseline,rank-static,play-static,reset-static,compTime,rationale,gender,education,age,vision_deficiency,vision_impairment_description,familiarity-average,familiarity-average-description,familiarity-interquartile-range,familiarity-interquartile-range-description,familiarity-median,familiarity-median-description,familiarity-standard-deviation,familiarity-standard-deviation-description,familiarity-agg-score,familiarity-stat-tool,familiarity-view-chart,familiarity-create-chart,userID,treatment
3,min,1,0,0,1,1,0,2,1,0,3,1,0,115889,"The third transition is the best because it showed a line through the minimum of the sets before deleting all higher points and the line, thus showcasing the best which element is the minimum and why. The second transition does not use the line at all and only eliminates higher elements than the minimum in the animation, which is why it is only second. The first transition is last due to no animations being used, therefore it does not do anything into aiding why what is shown is the minimum.",Male,High school graduate (or equivalent),18-24,no,,Know,"The Average is the value of the whole set of numbers, the sum of those numbers, divided by the total the size of the set.",IDK,,Know,The median is the middle value of the set of numbers.,Know,This value is how the standard deviation any particular number can be from the average.,3,never,never,never,REpZ941gOjMltya9QnIewxdNOym1,baseline
4,avg,1,5,4,2,2,1,3,1,0,4,1,1,117958,"The last transition is the best for me because it shows not only where the average is with respect to the elements in the set, but also a quick bar chart showcasing where those points are with respect to that average. This describes the average the best. The third transition only shows where the average is with a line, which is what the last transition does, so it is second. The third transition only merges the points to that average, so it is only third. The first transition is static and provides no aid to describe the average, so it is last.",Male,High school graduate (or equivalent),18-24,no,,Know,"The Average is the value of the whole set of numbers, the sum of those numbers, divided by the total the size of the set.",IDK,,Know,The median is the middle value of the set of numbers.,Know,This value is how the standard deviation any particular number can be from the average.,3,never,never,never,REpZ941gOjMltya9QnIewxdNOym1,baseline
5,median,2,2,1,1,4,3,3,1,0,4,2,2,82753,"The third transition is the best for me because it showcased what the median is, highlighted which elements were higher and lower than that median, than erased all other elements. The last transition did all of these things, but also added a step animation, which I thought was excessive for explaining what the median was, so it is second. The second transition never showed what the median is, it just merged the points to that median, so it is third. The fourth transition was only a static transition with no animations, which did not aid in describing what the median was, so it is last.",Male,High school graduate (or equivalent),18-24,no,,Know,"The Average is the value of the whole set of numbers, the sum of those numbers, divided by the total the size of the set.",IDK,,Know,The median is the middle value of the set of numbers.,Know,This value is how the standard deviation any particular number can be from the average.,3,never,never,never,REpZ941gOjMltya9QnIewxdNOym1,baseline
6,stdev,1,1,0,2,2,1,3,2,1,4,1,0,72760,"The last transition had a bar chart appear when the points were shown, and they all converged to create the standard deviation plot, so that helped the most with describing one standard deviation with the average. The third transition did not have this bar chart, but had the points converge to that plot, so it is second. The second transition just showed the plot after a brief moment, which did nothing to aid in describing One standard deviation with average, so it came in third. The first transition had no animations, which is worse than the third one for describe one standard deviation, so it came last.",Male,High school graduate (or equivalent),18-24,no,,Know,"The Average is the value of the whole set of numbers, the sum of those numbers, divided by the total the size of the set.",IDK,,Know,The median is the middle value of the set of numbers.,Know,This value is how the standard deviation any particular number can be from the average.,3,never,never,never,REpZ941gOjMltya9QnIewxdNOym1,baseline
7,iqr,2,3,2,1,3,2,3,1,0,4,1,0,136632,"The third transition came in first because it highlighted different points into different sub-categories, showed the respective values for the plot, and then had a good transition for it which aided in describe interquartile range with median. The last transition came in second because it unnecessarily highlighted the different points in steps rather than all at once, which I thought wasn't necessary, so it became second. The second transition just had the plot show up again with no real prompt or information given unlike the third and last transitions, so it is third place. The first transition had no animation to aid with describing Interquartile Range with Median, so it comes in last.",Male,High school graduate (or equivalent),18-24,no,,Know,"The Average is the value of the whole set of numbers, the sum of those numbers, divided by the total the size of the set.",IDK,,Know,The median is the middle value of the set of numbers.,Know,This value is how the standard deviation any particular number can be from the average.,3,never,never,never,REpZ941gOjMltya9QnIewxdNOym1,baseline
0,count,2,3,2,1,4,3,3,2,1,4,4,3,494016,The tick marks and the slow transition to show how many data points there are spread out evenly is nice.,Male,"Some college, no degree",18-24,no,,Know well,"The number that represents the mean value of a set. More specifically, the sum of all terms divided by the number of terms in the set.",IDK,,Know well,The value in the middle of a set after sorted the entire set.,Know,The distance between the median and either quartiles.,5,< 1/w,< 1/d,< 1/w,Sbhhgc8ksqWZTnYXo5iLR5jQNIk1,baseline
1,sum,3,1,0,2,1,0,1,1,0,4,2,1,32884,"I think that the second one is the simplest and most intuitive, the one on the far right is too much animation and the first one is too static.",Male,"Some college, no degree",18-24,no,,Know well,"The number that represents the mean value of a set. More specifically, the sum of all terms divided by the number of terms in the set.",IDK,,Know well,The value in the middle of a set after sorted the entire set.,Know,The distance between the median and either quartiles.,5,< 1/w,< 1/d,< 1/w,Sbhhgc8ksqWZTnYXo5iLR5jQNIk1,baseline
2,max,2,0,0,2,2,1,3,1,0,1,3,2,496535,Simplicity is best for max and i felt that the second too were too slow and took too long,Male,"Some college, no degree",18-24,no,,Know well,"The number that represents the mean value of a set. More specifically, the sum of all terms divided by the number of terms in the set.",IDK,,Know well,The value in the middle of a set after sorted the entire set.,Know,The distance between the median and either quartiles.,5,< 1/w,< 1/d,< 1/w,Sbhhgc8ksqWZTnYXo5iLR5jQNIk1,baseline
3,min,2,0,0,2,1,0,3,1,0,1,2,1,17098,The second too are too slow and take too long for a minimum,Male,"Some college, no degree",18-24,no,,Know well,"The number that represents the mean value of a set. More specifically, the sum of all terms divided by the number of terms in the set.",IDK,,Know well,The value in the middle of a set after sorted the entire set.,Know,The distance between the median and either quartiles.,5,< 1/w,< 1/d,< 1/w,Sbhhgc8ksqWZTnYXo5iLR5jQNIk1,baseline
4,avg,4,1,0,3,1,0,1,1,0,2,3,2,792500,The first one is not enough animation and the last two take too long,Male,"Some college, no degree",18-24,no,,Know well,"The number that represents the mean value of a set. More specifically, the sum of all terms divided by the number of terms in the set.",IDK,,Know well,The value in the middle of a set after sorted the entire set.,Know,The distance between the median and either quartiles.,5,< 1/w,< 1/d,< 1/w,Sbhhgc8ksqWZTnYXo5iLR5jQNIk1,baseline
5,median,3,2,2,1,2,2,2,1,1,4,2,2,42066,The coloring and animation on the rightmost one is too much but the third one is enough and is easier to understand that it is the median.,Male,"Some college, no degree",18-24,no,,Know well,"The number that represents the mean value of a set. More specifically, the sum of all terms divided by the number of terms in the set.",IDK,,Know well,The value in the middle of a set after sorted the entire set.,Know,The distance between the median and either quartiles.,5,< 1/w,< 1/d,< 1/w,Sbhhgc8ksqWZTnYXo5iLR5jQNIk1,baseline
6,stdev,4,1,1,3,2,1,1,2,1,2,1,0,24652,I think that the delay between the top and bottom half coming in on the two rightmost animations is too slow.,Male,"Some college, no degree",18-24,no,,Know well,"The number that represents the mean value of a set. More specifically, the sum of all terms divided by the number of terms in the set.",IDK,,Know well,The value in the middle of a set after sorted the entire set.,Know,The distance between the median and either quartiles.,5,< 1/w,< 1/d,< 1/w,Sbhhgc8ksqWZTnYXo5iLR5jQNIk1,baseline
7,iqr,2,2,1,1,2,1,3,2,1,4,1,0,24583,I appreciate the colorings to partition the quartiles but the rightmost one is too slow.,Male,"Some college, no degree",18-24,no,,Know well,"The number that represents the mean value of a set. More specifically, the sum of all terms divided by the number of terms in the set.",IDK,,Know well,The value in the middle of a set after sorted the entire set.,Know,The distance between the median and either quartiles.,5,< 1/w,< 1/d,< 1/w,Sbhhgc8ksqWZTnYXo5iLR5jQNIk1,baseline
0,count,2,1,0,1,1,0,3,1,0,4,2,2,97236,"The most obvious feature was the laying out of the values along the axis, followed by selecting the highest value.  The third transition did this most smoothly, followed by the fourth and then the second.  The first did not at all.",Male,"Some college, no degree",18-24,no,,Know well,"Generally speaking, the average refers to the ""arithmetic mean"" of a set of numbers, which is the sum of all the numbers divided by the cardinality of the set.",Know well,The IQR is the difference between the Q1 and Q3 value of the set.,Know well,The median of a set is the middle value in the set.,Know well,"The standard definition is the square root of the sum over all the values in the set of the square of the difference between the value and the mean, divided by the cardinality of the set.",8,< 1/w,< 1/d,< 1/d,V48o4Jx81cWQ3BIgT5u6HebutRl1,simple
1,sum,1,1,0,2,1,0,3,1,0,4,1,0,49199,"The discretization of the values, followed by the overlaying of the sum value that is visibly the sum of the discrete values.",Male,"Some college, no degree",18-24,no,,Know well,"Generally speaking, the average refers to the ""arithmetic mean"" of a set of numbers, which is the sum of all the numbers divided by the cardinality of the set.",Know well,The IQR is the difference between the Q1 and Q3 value of the set.,Know well,The median of a set is the middle value in the set.,Know well,"The standard definition is the square root of the sum over all the values in the set of the square of the difference between the value and the mean, divided by the cardinality of the set.",8,< 1/w,< 1/d,< 1/d,V48o4Jx81cWQ3BIgT5u6HebutRl1,simple
