id,animAgg,textAgg,isError,playCount,resetCount,compTime,gender,education,age,vision_deficiency,vision_impairment_description,familiarity-average,familiarity-average-description,familiarity-interquartile-range,familiarity-interquartile-range-description,familiarity-median,familiarity-median-description,familiarity-standard-deviation,familiarity-standard-deviation-description,familiarity-agg-score,familiarity-stat-tool,familiarity-view-chart,familiarity-create-chart,userID,treatment
67,median,avg,TRUE,1,0,3443,Male,High school graduate (or equivalent),18-24,no,,Know well,sum of set divided by size of set,IDK,,Know well,sort the numbers then find the number in the middle,IDK,,4,< 1/m,< 1/d,< 1/m,E9g6RZMB7whJH5FbH3DMr8T4sF33,baseline
68,max,max,FALSE,1,0,4114,Male,High school graduate (or equivalent),18-24,no,,Know well,sum of set divided by size of set,IDK,,Know well,sort the numbers then find the number in the middle,IDK,,4,< 1/m,< 1/d,< 1/m,E9g6RZMB7whJH5FbH3DMr8T4sF33,baseline
69,sum,count,FALSE,1,0,5969,Male,High school graduate (or equivalent),18-24,no,,Know well,sum of set divided by size of set,IDK,,Know well,sort the numbers then find the number in the middle,IDK,,4,< 1/m,< 1/d,< 1/m,E9g6RZMB7whJH5FbH3DMr8T4sF33,baseline
7,min,min,FALSE,1,0,5092,Male,High school graduate (or equivalent),18-24,no,,Know well,sum of set divided by size of set,IDK,,Know well,sort the numbers then find the number in the middle,IDK,,4,< 1/m,< 1/d,< 1/m,E9g6RZMB7whJH5FbH3DMr8T4sF33,baseline
70,count,sum,FALSE,1,0,3914,Male,High school graduate (or equivalent),18-24,no,,Know well,sum of set divided by size of set,IDK,,Know well,sort the numbers then find the number in the middle,IDK,,4,< 1/m,< 1/d,< 1/m,E9g6RZMB7whJH5FbH3DMr8T4sF33,baseline
71,sum,max,FALSE,1,0,7268,Male,High school graduate (or equivalent),18-24,no,,Know well,sum of set divided by size of set,IDK,,Know well,sort the numbers then find the number in the middle,IDK,,4,< 1/m,< 1/d,< 1/m,E9g6RZMB7whJH5FbH3DMr8T4sF33,baseline
8,iqr,stdev,FALSE,2,1,7999,Male,High school graduate (or equivalent),18-24,no,,Know well,sum of set divided by size of set,IDK,,Know well,sort the numbers then find the number in the middle,IDK,,4,< 1/m,< 1/d,< 1/m,E9g6RZMB7whJH5FbH3DMr8T4sF33,baseline
9,sum,sum,FALSE,2,1,8951,Male,High school graduate (or equivalent),18-24,no,,Know well,sum of set divided by size of set,IDK,,Know well,sort the numbers then find the number in the middle,IDK,,4,< 1/m,< 1/d,< 1/m,E9g6RZMB7whJH5FbH3DMr8T4sF33,baseline
0,count,sum,FALSE,2,1,13686,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
1,sum,count,FALSE,1,0,7328,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
10,max,sum,FALSE,1,0,4312,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
11,max,max,FALSE,1,0,3567,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
12,avg,median,FALSE,5,4,26409,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
13,iqr,iqr,FALSE,2,1,10768,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
14,max,count,FALSE,1,0,4162,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
15,iqr,stdev,FALSE,3,2,10753,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
16,avg,avg,FALSE,5,4,22041,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
17,min,min,FALSE,1,0,4832,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
18,median,median,FALSE,5,4,23792,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
19,max,max,FALSE,1,0,3927,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
2,median,median,FALSE,2,1,10520,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
20,count,max,FALSE,1,1,6664,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
21,sum,count,FALSE,2,1,8795,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
22,stdev,stdev,FALSE,2,1,8094,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
23,stdev,iqr,FALSE,1,0,4128,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
24,avg,avg,FALSE,2,1,6799,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
25,max,count,FALSE,1,0,4275,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
26,sum,max,FALSE,1,0,3255,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
27,avg,median,FALSE,3,2,8553,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
28,sum,sum,FALSE,1,0,4094,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
29,max,sum,FALSE,1,0,3233,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
3,count,count,FALSE,1,0,5960,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
30,count,sum,FALSE,1,0,3606,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
31,min,min,FALSE,1,0,3961,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
32,iqr,iqr,FALSE,2,1,7847,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
33,median,avg,TRUE,5,5,19712,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
34,iqr,stdev,FALSE,2,1,9818,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
35,count,count,FALSE,2,1,9342,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
36,median,avg,FALSE,3,3,14737,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
37,iqr,iqr,FALSE,3,3,20880,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
38,max,max,FALSE,1,0,4162,Male,"Some college, no degree",18-24,no,,Know well,The sum of the set of numbers divided by the total number of elements in the set,IDK,,Know well,"The number that appears in the middle of a set of numbers when the set is sorted. If there is an even number of elements in the set, it is the average of the two numbers in the middle.",Know,The distance from the mean under which most of the data falls,5,< 1/w,< 1/d,< 1/m,F8uFiYz8hHVH9Cw0bsqGGdWFv1b2,elaborate
